"yearCombine","idPlayer","nameFirst","nameLast","namePlayer","slugPosition","heightWOShoesInches","heightWOShoes","weightLBS","wingspanInches","wingspan","reachStandingInches","reachStandingO","verticalLeapStandingInches","verticalLeapMaxInches","timeLaneAgility","timeThreeQuarterCourtSprint","repsBenchPress135","pctBodyFat","heightWShoesInches","heightWShoes","lengthHandInches","widthHandInches","timeModifiedLaneAgility","setSpot15CornerLeft","setSpot15BreakLeft","setSpot15TopKey","setSpot15BreakRight","setSpot15CornerRight","setSpot15CornerLeftCollege","setSpot15BreakLeftCollege","setSpot15TopKeyCollege","setSpot15BreakRightCollege","setSpot15CornerRightCollege","setSpot15CornerLeftNBA","setSpot15BreakLeftNBA","setSpot15TopKeyNBA","setSpotBreakRightNBA","setSpotCornerRightNBA","setSpot15CornerLeftMade","setSpot15CornerLeftAttempted","setSpot15CornerLeftPct","setSpot15BreakLeftMade","setSpot15BreakLeftAttempted","setSpot15BreakLeftPct","setSpot15TopKeyMade","setSpot15TopKeyAttempted","setSpot15TopKeyPct","setSpot15BreakRightMade","setSpot15BreakRightAttempted","setSpot15BreakRightPct","setSpot15CornerRightMade","setSpot15CornerRightAttempted","setSpot15CornerRightPct","setSpot15CornerLeftCollegeMade","setSpot15CornerLeftCollegeAttempted","setSpot15CornerLeftCollegePct","setSpot15BreakLeftCollegeMade","setSpot15BreakLeftCollegeAttempted","setSpot15BreakLeftCollegePct","setSpot15TopKeyCollegeMade","setSpot15TopKeyCollegeAttempted","setSpot15TopKeyCollegePct","setSpot15BreakRightCollegeMade","setSpot15BreakRightCollegeAttempted","setSpot15BreakRightCollegePct","setSpot15CornerRightCollegeMade","setSpot15CornerRightCollegeAttempted","setSpot15CornerRightCollegePct","setSpot15CornerLeftNBAMade","setSpot15CornerLeftNBAAttempted","setSpot15CornerLeftNBAPct","setSpot15BreakLeftNBAMade","setSpot15BreakLeftNBAAttempted","setSpot15BreakLeftNBAPct","setSpot15TopKeyNBAMade","setSpot15TopKeyNBAAttempted","setSpot15TopKeyNBAPct","setSpotBreakRightNBAMade","setSpotBreakRightNBAAttempted","setSpotBreakRightNBAPct","setSpotCornerRightNBAMade","setSpotCornerRightNBAAttempted","setSpotCornerRightNBAPct","setOffDrib15BreakLeft","setSpotOffDrib15TopKey","setOffDrib15BreakRight","setOnMove15","setOnMoveCollege","setOffDrib15BreakLeftMade","setOffDrib15BreakLeftAttempted","setOffDrib15BreakLeftPct","setSpotOffDrib15TopKeyMade","setSpotOffDrib15TopKeyAttempted","setSpotOffDrib15TopKeyPct","setOffDrib15BreakRightMade","setOffDrib15BreakRightAttempted","setOffDrib15BreakRightPct","setOnMove15Made","setOnMove15Attempted","setOnMove15Pct","setOnMoveCollegeMade","setOnMoveCollegeAttempted","setOnMoveCollegePct","setOffDribBreakLeftCollege","setOffDribTopKeyCollege","setOffDribBreakRightCollege","setOffDribBreakLeftCollegeMade","setOffDribBreakLeftCollegeAttempted","setOffDribBreakLeftCollegePct","setOffDribTopKeyCollegeMade","setOffDribTopKeyCollegeAttempted","setOffDribTopKeyCollegePct","setOffDribBreakRightCollegeMade","setOffDribBreakRightCollegeAttempted","setOffDribBreakRightCollegePct"
2018,1628384.0,OG,Anunoby,OG Anunoby,SF,78.25,"6' 6.25''",232.4,86.25,"7' 2.25''",107.5,"8' 11.5''",,,,,,6.8,79.75,"6' 7.75''",9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628503.0,Jamel,Artis,Jamel Artis,SG-SF,77.5,"6' 5.5''",213.2,82.0,"6' 10''",105.0,"8' 9''",23.5,31.0,11.62,3.44,5.0,11.9,78.75,"6' 6.75''",9.25,9.75,3.08,"3-5","2-5","3-5","3-5","3-5",,,,,,"2-5","0-5","3-5","4-5","4-5",3.0,5.0,0.6,2.0,5.0,0.4,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,,,,,,,,,,,,,,,,2.0,5.0,0.4,0.0,5.0,0.0,3.0,5.0,0.6,4.0,5.0,0.8,4.0,5.0,0.8,"3-6","4-6","5-6","19-36",,3.0,6.0,0.5,4.0,6.0,0.6666666666666666,5.0,6.0,0.8333333333333334,19.0,36.0,0.5277777777777778,,,,,,,,,,,,,,,
2018,1628407.0,Dwayne,Bacon,Dwayne Bacon,SG-SF,76.75,"6' 4.75''",221.6,82.0,"6' 10''",103.5,"8' 7.5''",30.0,36.5,11.7,3.22,8.0,7.9,78.25,"6' 6.25''",8.75,10.0,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628431.0,V.J.,Beachem,V.J. Beachem,SG-SF,78.25,"6' 6.25''",193.4,82.25,"6' 10.25''",104.5,"8' 8.5''",30.0,37.0,11.18,3.2600000000000002,11.0,6.8,80.0,"6' 8''",8.5,9.0,3.19,"2-5","3-5","3-5","1-5","4-5",,,,,,"2-5","4-5","2-5","2-5","5-5",2.0,5.0,0.4,3.0,5.0,0.6,3.0,5.0,0.6,1.0,5.0,0.2,4.0,5.0,0.8,,,,,,,,,,,,,,,,2.0,5.0,0.4,4.0,5.0,0.8,2.0,5.0,0.4,2.0,5.0,0.4,5.0,5.0,1.0,"3-6","5-6","4-6","24-38",,3.0,6.0,0.5,5.0,6.0,0.8333333333333334,4.0,6.0,0.6666666666666666,24.0,38.0,0.631578947368421,,,,,,,,,,,,,,,
2018,1628395.0,Jordan,Bell,Jordan Bell,PF,79.0,"6' 7''",223.6,83.75,"6' 11.75''",104.5,"8' 8.5''",31.5,38.0,10.629999999999999,3.21,16.0,5.4,80.5,"6' 8.5''",9.25,9.5,2.8299999999999996,"4-5","1-5","1-5","0-5","2-5",,,,,,"4-5","0-5","2-5","2-5","2-5",4.0,5.0,0.8,1.0,5.0,0.2,1.0,5.0,0.2,0.0,5.0,0.0,2.0,5.0,0.4,,,,,,,,,,,,,,,,4.0,5.0,0.8,0.0,5.0,0.0,2.0,5.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,"4-6","3-6","1-6","23-38",,4.0,6.0,0.6666666666666666,3.0,6.0,0.5,1.0,6.0,0.16666666666666666,23.0,38.0,0.6052631578947368,,,,,,,,,,,,,,,
2018,1628417.0,Jaron,Blossomgame,Jaron Blossomgame,SF,77.75,"6' 5.75''",218.6,82.0,"6' 10''",104.5,"8' 8.5''",31.0,35.5,11.47,3.17,16.0,5.7,78.75,"6' 6.75''",8.75,10.25,3.3499999999999996,,,,,,"1-5","4-5","0-5","2-5","3-5","2-5","4-5","2-5","2-5","4-5",,,,,,,,,,,,,,,,1.0,5.0,0.2,4.0,5.0,0.8,0.0,5.0,0.0,2.0,5.0,0.4,3.0,5.0,0.6,2.0,5.0,0.4,4.0,5.0,0.8,2.0,5.0,0.4,2.0,5.0,0.4,4.0,5.0,0.8,"3-6","2-6","3-6","16-27",,3.0,6.0,0.5,2.0,6.0,0.3333333333333333,3.0,6.0,0.5,16.0,27.0,0.5925925925925926,,,,,,,,,,,,,,,
2018,1628449.0,Chris,Boucher,Chris Boucher,PF,80.0,"6' 8''",182.2,88.0,"7' 4''",110.5,"9' 2.5''",,,,,,5.4,81.5,"6' 9.5''",9.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628396.0,Tony,Bradley,Tony Bradley,C,81.25,"6' 9.25''",248.8,89.0,"7' 5''",112.5,"9' 4.5''",24.5,27.5,11.79,3.44,5.0,12.0,82.75,"6' 10.75''",9.5,9.5,2.9899999999999998,,,,,,"5-5","2-5","4-5","3-5","4-5","3-5","2-5","3-5","1-5","4-5",,,,,,,,,,,,,,,,5.0,5.0,1.0,2.0,5.0,0.4,4.0,5.0,0.8,3.0,5.0,0.6,4.0,5.0,0.8,3.0,5.0,0.6,2.0,5.0,0.4,3.0,5.0,0.6,1.0,5.0,0.2,4.0,5.0,0.8,"4-8","3-8","5-8","19-35",,4.0,8.0,0.5,3.0,8.0,0.375,5.0,8.0,0.625,19.0,35.0,0.5428571428571428,,,,,,,,,,,,,,,
2018,1628515.0,Isaiah,Briscoe,Isaiah Briscoe,PG,73.25,"6' 1.25''",222.4,81.0,"6' 9''",99.5,"8' 3.5''",28.0,33.5,10.950000000000001,3.38,11.0,11.0,74.75,"6' 2.75''",9.0,9.25,2.8499999999999996,,,,,,"4-5","0-5","1-5","2-5","3-5","4-5","5-5","5-5","3-5","2-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,0.0,5.0,0.0,1.0,5.0,0.2,2.0,5.0,0.4,3.0,5.0,0.6,4.0,5.0,0.8,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,0.6,2.0,5.0,0.4,,,,,"22-36",,,,,,,,,,,,,22.0,36.0,0.6111111111111112,"3-6","3-6","3-6",3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5
2018,1628415.0,Dillon,Brooks,Dillon Brooks,SG-SF,77.0,"6' 5''",220.2,78.0,"6' 6''",100.5,"8' 4.5''",31.0,37.5,11.139999999999999,3.21,16.0,7.5,78.0,"6' 6''",8.25,9.25,3.24,,,,,,"4-5","5-5","5-5","3-5","3-5","3-5","3-5","5-5","4-5","3-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,5.0,5.0,1.0,4.0,5.0,0.8,3.0,5.0,0.6,"3-8","4-8","2-8","24-38",,3.0,8.0,0.375,4.0,8.0,0.5,2.0,8.0,0.25,24.0,38.0,0.631578947368421,,,,,,,,,,,,,,,
2018,1628418.0,Thomas,Bryant,Thomas Bryant,PF-C,81.5,"6' 9.5''",247.8,90.0,"7' 6''",112.5,"9' 4.5''",25.5,33.0,11.42,3.3699999999999997,7.0,9.4,82.75,"6' 10.75''",9.5,10.25,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628381.0,John,Collins,John Collins,PF,80.25,"6' 8.25''",225.2,83.25,"6' 11.25''",106.5,"8' 10.5''",33.0,37.5,11.66,3.27,15.0,5.4,81.5,"6' 9.5''",9.0,10.0,3.27,,,,,,"3-5","2-5","3-5","3-5","3-5","4-5","3-5","5-5","0-5","4-5",,,,,,,,,,,,,,,,3.0,5.0,0.6,2.0,5.0,0.4,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,4.0,5.0,0.8,3.0,5.0,0.6,5.0,5.0,1.0,0.0,5.0,0.0,4.0,5.0,0.8,"3-8","4-8","4-8","21-33",,3.0,8.0,0.375,4.0,8.0,0.5,4.0,8.0,0.5,21.0,33.0,0.6363636363636364,,,,,,,,,,,,,,,
2018,1628380.0,Zach,Collins,Zach Collins,PF-C,82.25,"6' 10.25''",232.2,85.0,"7' 1''",111.0,"9' 3''",,,,,,8.9,84.0,"7' 0''",8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628977.0,Hamidou,Diallo,Hamidou Diallo,SG-SF,75.75,"6' 3.75''",197.4,83.25,"6' 11.25''",101.5,"8' 5.5''",34.5,44.5,10.88,3.11,0.0,5.2,77.0,"6' 5''",8.5,9.5,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628416.0,Tyler,Dorsey,Tyler Dorsey,SG,75.0,"6' 3''",182.6,77.25,"6' 5.25''",99.5,"8' 3.5''",30.5,36.0,10.55,3.16,8.0,4.7,76.5,"6' 4.5''",8.5,9.25,2.98,,,,,,"2-5","2-5","4-5","3-5","2-5","5-5","4-5","2-5","3-5","2-5",,,,,,,,,,,,,,,,2.0,5.0,0.4,2.0,5.0,0.4,4.0,5.0,0.8,3.0,5.0,0.6,2.0,5.0,0.4,5.0,5.0,1.0,4.0,5.0,0.8,2.0,5.0,0.4,3.0,5.0,0.6,2.0,5.0,0.4,"3-6","5-6","3-6","20-36",,3.0,6.0,0.5,5.0,6.0,0.8333333333333334,3.0,6.0,0.5,20.0,36.0,0.5555555555555556,,,,,,,,,,,,,,,
2018,1628422.0,Damyean,Dotson,Damyean Dotson,SG-SF,76.5,"6' 4.5''",205.2,81.0,"6' 9''",100.0,"8' 4''",31.5,38.0,11.18,3.13,13.0,5.3,77.5,"6' 5.5''",8.5,9.25,3.03,,,,,,"3-5","5-5","2-5","4-5","1-5","5-5","3-5","3-5","3-5","5-5",,,,,,,,,,,,,,,,3.0,5.0,0.6,5.0,5.0,1.0,2.0,5.0,0.4,4.0,5.0,0.8,1.0,5.0,0.2,5.0,5.0,1.0,3.0,5.0,0.6,3.0,5.0,0.6,3.0,5.0,0.6,5.0,5.0,1.0,,,,,"26-37",,,,,,,,,,,,,26.0,37.0,0.7027027027027027,"4-6","6-6","3-6",4.0,6.0,0.6666666666666666,6.0,6.0,1.0,3.0,6.0,0.5
2018,1628408.0,PJ,Dozier,PJ Dozier,SG,77.25,"6' 5.25''",200.6,83.0,"6' 11''",101.0,"8' 5''",34.0,39.0,10.84,3.15,9.0,6.1,78.75,"6' 6.75''",8.5,9.5,2.98,,,,,,"2-5","1-5","4-5","1-5","5-5","2-5","3-5","1-5","1-5","3-5",,,,,,,,,,,,,,,,2.0,5.0,0.4,1.0,5.0,0.2,4.0,5.0,0.8,1.0,5.0,0.2,5.0,5.0,1.0,2.0,5.0,0.4,3.0,5.0,0.6,1.0,5.0,0.2,1.0,5.0,0.2,3.0,5.0,0.6,"4-6","4-6","2-6","25-37",,4.0,6.0,0.6666666666666666,4.0,6.0,0.6666666666666666,2.0,6.0,0.3333333333333333,25.0,37.0,0.6756756756756757,,,,,,,,,,,,,,,
2018,1628393.0,Jawun,Evans,Jawun Evans,PG,70.75,"5' 10.75''",185.2,77.5,"6' 5.5''",95.0,"7' 11''",27.5,33.5,11.34,3.21,1.0,9.1,71.5,"5' 11.5''",8.0,7.75,3.2600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628390.0,Terrance,Ferguson,Terrance Ferguson,SG-SF,77.5,"6' 5.5''",184.4,80.75,"6' 8.75''",103.0,"8' 7''",28.5,38.0,11.16,3.32,,5.8,79.0,"6' 7''",8.5,10.0,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628368.0,De?Aaron,Fox,De?Aaron Fox,PG,74.0,"6' 2''",169.6,78.5,"6' 6.5''",100.0,"8' 4''",,,,,,4.5,75.25,"6' 3.25''",8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628365.0,Markelle,Fultz,Markelle Fultz,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628385.0,Harry,Giles,Harry Giles,PF,81.25,"6' 9.25''",232.0,87.25,"7' 3.25''",109.5,"9' 1.5''",27.0,32.5,11.08,3.34,5.0,5.2,82.5,"6' 10.5''",9.5,10.75,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628404.0,Josh,Hart,Josh Hart,SG-SF,75.75,"6' 3.75''",209.2,80.25,"6' 8.25''",101.0,"8' 5''",27.5,35.5,11.15,3.18,9.0,5.8,77.0,"6' 5''",8.5,9.5,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628502.0,Nigel,Hayes,Nigel Hayes,PF,78.25,"6' 6.25''",254.2,87.25,"7' 3.25''",104.5,"8' 8.5''",29.0,33.5,11.81,3.27,16.0,11.5,79.5,"6' 7.5''",8.75,10.0,2.94,,,,,,"3-5","3-5","1-5","2-5","4-5","3-5","2-5","2-5","3-5","3-5",,,,,,,,,,,,,,,,3.0,5.0,0.6,3.0,5.0,0.6,1.0,5.0,0.2,2.0,5.0,0.4,4.0,5.0,0.8,3.0,5.0,0.6,2.0,5.0,0.4,2.0,5.0,0.4,3.0,5.0,0.6,3.0,5.0,0.6,"1-6","3-6","4-6","12-32",,1.0,6.0,0.16666666666666666,3.0,6.0,0.5,4.0,6.0,0.6666666666666666,12.0,32.0,0.375,,,,,,,,,,,,,,,
2018,1628439.0,Isaiah,Hicks,Isaiah Hicks,PF,79.25,"6' 7.25''",233.4,84.5,"7' 0.5''",105.0,"8' 9''",31.5,37.0,12.31,3.36,11.0,7.7,80.5,"6' 8.5''",8.75,9.75,3.3099999999999996,,,,,,,,,,,"2-5","2-5","3-5","2-5","2-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,0.4,2.0,5.0,0.4,3.0,5.0,0.6,2.0,5.0,0.4,2.0,5.0,0.4,"5-6","2-6","4-6","13-24",,5.0,6.0,0.8333333333333334,2.0,6.0,0.3333333333333333,4.0,6.0,0.6666666666666666,13.0,24.0,0.5416666666666666,,,,,,,,,,,,,,,
2018,1628411.0,Wesley,Iwundu,Wesley Iwundu,SG-SF,77.5,"6' 5.5''",193.4,85.0,"7' 1''",105.5,"8' 9.5''",31.5,36.0,11.25,3.36,5.0,4.0,78.75,"6' 6.75''",8.75,9.5,3.23,,,,,,"4-5","5-5","3-5","3-5","4-5","4-5","4-5","2-5","3-5","4-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,5.0,5.0,1.0,3.0,5.0,0.6,3.0,5.0,0.6,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,2.0,5.0,0.4,3.0,5.0,0.6,4.0,5.0,0.8,,,,,"16-32",,,,,,,,,,,,,16.0,32.0,0.5,"5-6","4-6","3-6",5.0,6.0,0.8333333333333334,4.0,6.0,0.6666666666666666,3.0,6.0,0.5
2018,1628402.0,Frank,Jackson,Frank Jackson,PG,74.0,"6' 2''",201.6,79.5,"6' 7.5''",98.0,"8' 2''",34.5,42.0,10.94,3.14,9.0,6.7,75.5,"6' 3.5''",8.25,9.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628992.0,Justin,Jackson (UMD),Justin Jackson (UMD),SF,77.75,"6' 5.75''",219.4,87.25,"7' 3.25''",107.0,"8' 11''",26.5,31.5,11.78,3.4299999999999997,,7.1,79.0,"6' 7''",9.0,9.5,3.08,,,,,,"5-5","5-6","2-5","4-5","4-5","4-5","1-5","3-5","2-5","4-5",,,,,,,,,,,,,,,,5.0,5.0,1.0,5.0,6.0,0.8333333333333334,2.0,5.0,0.4,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,1.0,5.0,0.2,3.0,5.0,0.6,2.0,5.0,0.4,4.0,5.0,0.8,"5-6","3-6","4-6","23-36",,5.0,6.0,0.8333333333333334,3.0,6.0,0.5,4.0,6.0,0.6666666666666666,23.0,36.0,0.6388888888888888,,,,,,,,,,,,,,,
2018,1628382.0,Justin,Jackson (UNC),Justin Jackson (UNC),SF,79.0,"6' 7''",200.8,83.0,"6' 11''",104.5,"8' 8.5''",29.5,35.5,10.8,3.3,,8.1,80.25,"6' 8.25''",8.75,9.25,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628514.0,Peter,Jok,Peter Jok,SG-SF,76.25,"6' 4.25''",202.4,80.0,"6' 8''",102.0,"8' 6''",26.5,31.0,11.34,3.4099999999999997,,11.0,77.75,"6' 5.75''",8.25,9.5,2.9299999999999997,,,,,,"4-5","4-5","4-5","4-5","2-5","3-5","5-5","4-5","4-5","4-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,2.0,5.0,0.4,3.0,5.0,0.6,5.0,5.0,1.0,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,"2-5","5-6","2-6","26-38",,2.0,5.0,0.4,5.0,6.0,0.8333333333333334,2.0,6.0,0.3333333333333333,26.0,38.0,0.6842105263157895,,,,,,,,,,,,,,,
2018,1628379.0,Luke,Kennard,Luke Kennard,SG-SF,76.5,"6' 4.5''",196.2,77.25,"6' 5.25''",98.5,"8' 2.5''",,,,,,6.6,77.5,"6' 5.5''",8.0,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628398.0,Kyle,Kuzma,Kyle Kuzma,SF-SG,80.0,"6' 8''",222.6,84.25,"7' 0.25''",107.5,"8' 11.5''",27.0,34.0,10.719999999999999,3.25,12.0,9.4,81.5,"6' 9.5''",8.5,9.5,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628388.0,TJ,Leaf,TJ Leaf,PF,80.75,"6' 8.75''",222.2,83.0,"6' 11''",107.0,"8' 11''",29.0,34.5,11.55,3.27,6.0,6.8,81.75,"6' 9.75''",8.5,9.5,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628399.0,Tyler,Lydon,Tyler Lydon,PF,80.25,"6' 8.25''",215.0,84.0,"7' 0''",107.5,"8' 11.5''",29.5,33.5,11.68,3.46,1.0,13.6,81.5,"6' 9.5''",8.75,8.75,2.8099999999999996,,,,,,"4-5","3-5","4-5","4-5","4-5","4-5","4-5","5-5","2-5","3-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,3.0,5.0,0.6,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,5.0,5.0,1.0,2.0,5.0,0.4,3.0,5.0,0.6,"4-8","4-8","3-8","27-35",,4.0,8.0,0.5,4.0,8.0,0.5,3.0,8.0,0.375,27.0,35.0,0.7714285714285715,,,,,,,,,,,,,,,
2018,1628412.0,Frank,Mason III,Frank Mason III,PG,71.0,"5' 11''",188.8,75.25,"6' 3.25''",94.0,"7' 10''",34.0,41.0,11.41,3.18,15.0,4.3,72.0,"6' 0''",8.0,9.25,3.09,,,,,,"5-5","4-5","4-5","1-5","4-5","3-5","4-5","3-5","1-5","3-5",,,,,,,,,,,,,,,,5.0,5.0,1.0,4.0,5.0,0.8,4.0,5.0,0.8,1.0,5.0,0.2,4.0,5.0,0.8,3.0,5.0,0.6,4.0,5.0,0.8,3.0,5.0,0.6,1.0,5.0,0.2,3.0,5.0,0.6,"4-7","5-5","5-6","20-35",,4.0,7.0,0.5714285714285714,5.0,5.0,1.0,5.0,6.0,0.8333333333333334,20.0,35.0,0.5714285714285714,,,,,,,,,,,,,,,
2018,1628452.0,Kennedy,Meeks,Kennedy Meeks,C,80.75,"6' 8.75''",276.6,85.0,"7' 1''",106.0,"8' 10''",28.0,30.5,12.91,3.5,15.0,11.5,82.25,"6' 10.25''",8.75,8.75,3.3499999999999996,"3-5","5-5","5-5","1-5","2-5",,,,,,"4-5","0-5","2-5","4-5","4-5",3.0,5.0,0.6,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,0.2,2.0,5.0,0.4,,,,,,,,,,,,,,,,4.0,5.0,0.8,0.0,5.0,0.0,2.0,5.0,0.4,4.0,5.0,0.8,4.0,5.0,0.8,"3-6","2-6","2-6","26-38",,3.0,6.0,0.5,2.0,6.0,0.3333333333333333,2.0,6.0,0.3333333333333333,26.0,38.0,0.6842105263157895,,,,,,,,,,,,,,,
2018,1628378.0,Donovan,Mitchell,Donovan Mitchell,SG,73.25,"6' 1.25''",211.4,82.0,"6' 10''",97.0,"8' 1''",36.5,40.5,11.53,3.01,10.0,5.9,75.0,"6' 3''",8.5,9.5,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1628420.0,Monte,Morris,Monte Morris,PG,73.25,"6' 1.25''",175.2,76.0,"6' 4''",96.5,"8' 0.5''",28.0,33.5,11.0,3.19,8.0,6.9,74.5,"6' 2.5''",8.25,8.75,3.2,,,,,,"5-5","3-5","5-5","2-5","2-5","2-5","5-5","2-5","3-5","3-5",,,,,,,,,,,,,,,,5.0,5.0,1.0,3.0,5.0,0.6,5.0,5.0,1.0,2.0,5.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,5.0,5.0,1.0,2.0,5.0,0.4,3.0,5.0,0.6,3.0,5.0,0.6,"6-6","5-6","5-6","26-34",,6.0,6.0,1.0,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,26.0,34.0,0.7647058823529411,,,,,,,,,,,,,,,
2018,1628405.0,Johnathan,Motley,Johnathan Motley,PF,79.75,"6' 7.75''",238.2,88.0,"7' 4''",108.0,"9' 0''",,,,,,,80.75,"6' 8.75''",9.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1629004.0,Svi,Mykhailiuk,Svi Mykhailiuk,SG-SF,78.5,"6' 6.5''",219.6,77.0,"6' 5''",100.0,"8' 4''",27.0,33.0,12.4,3.53,8.0,11.4,79.5,"6' 7.5''",8.0,9.25,3.25,,,,,,"4-5","4-5","5-5","4-5","2-5","4-5","5-5","5-5","1-5","5-5",,,,,,,,,,,,,,,,4.0,5.0,0.8,4.0,5.0,0.8,5.0,5.0,1.0,4.0,5.0,0.8,2.0,5.0,0.4,4.0,5.0,0.8,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,0.2,5.0,5.0,1.0,"4-8","6-8","2-8","26-37",,4.0,8.0,0.5,6.0,8.0,0.75,2.0,8.0,0.25,26.0,37.0,0.7027027027027027,,,,,,,,,,,,,,,
2018,1628400.0,Semi,Ojeleye,Semi Ojeleye,SF-SG,77.25,"6' 5.25''",241.4,81.75,"6' 9.75''",102.0,"8' 6''",35.0,40.5,10.58,3.16,19.0,5.5,78.75,"6' 6.75''",8.75,9.5,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
